cod_pais,pais,dato_pais_grado_3,dato_pais_grado_6,dato_region_grado_3,dato_region_grado_6,letra_magn,letra_ord,materia,nombre_categoria,descripcion_categoria,ej_3grado,ej_6grado,region
cl,Chile,09.09,09.09,27.02,22.93,1.00,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial).",Profundizar su comprensión de las narraciones leídas: › extrayendo información explícita e implícita › reconstruyendo la secuencia de las acciones en la historia › describiendo a los personajes › describiendo el ambiente en que ocurre la acción (…) (3° grado).,"Analizar aspectos relevantes de las narraciones leídas para profundizar su comprensión: › identificando las acciones principales del relato y explicando cómo influyen en el desarrollo de la historia › explicando las actitudes y reacciones de los personajes de acuerdo con sus motivaciones y las situaciones que viven › describiendo el ambiente y las costumbres representadas en el texto y explicando su influencia en las acciones del relato › relacionando el relato, si es pertinente, con la época y el lugar en que se ambienta › interpretando el lenguaje figurado presente en el texto (…) (6° grado).",América Latina y el Caribe
cl,Chile,18.18,09.09,10.70,4.00,1.00,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras. Abarca conciencia fonológica, precisión, fluidez y prosodia.","Leer en voz alta de manera fluida variados textos apropiados a su edad: › pronunciando cada palabra con precisión › respetando la coma, el punto y los signos de exclamación e interrogación › leyendo con velocidad adecuada para el nivel (3° grado).",Leer de manera fluida textos variados apropiados a su edad: › pronunciando las palabras con precisión › respetando la prosodia indicada por todos los signos de puntuación › decodificando de manera automática la mayoría de las palabras del texto (6° grado,América Latina y el Caribe
cl,Chile,36.36,27.27,33.70,39.14,1.00,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales. Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.).",Leer y familiarizarse con un amplio repertorio de literatura para aumentar su conocimiento del mundo y desarrollar su imaginación; por ejemplo: › poemas › cuentos folclóricos y de autor › fábulas › leyendas › mitos › novelas › historietas › otros (3° grado).,"Leer y familiarizarse con un amplio repertorio de literatura para aumentar su conocimiento del mundo, desarrollar su imaginación y reconocer su valor social y cultural; por ejemplo: › poemas › cuentos folclóricos y de autor › fábulas › leyendas › mitos › novelas › historietas › otros (6° grado).",América Latina y el Caribe
cl,Chile,18.18,27.27,20.28,19.44,1.00,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.).","Comprender textos, aplicando estrategias de comprensión lectora; por ejemplo: (…) › releer lo que no fue comprendido › visualizar lo que describe el texto › recapitular › formular preguntas sobre lo leído y responderlas › subrayar información relevante en un texto (3° grado).","Comprender textos, aplicando estrategias de comprensión lectora; por ejemplo: (…) › releer lo que no fue comprendido › formular preguntas sobre lo leído y responderlas › organizar la información en esquemas o mapas conceptuales › resumir (6° grado).",América Latina y el Caribe
cl,Chile,18.18,27.27,8.28,14.46,1.00,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma.","Leer independientemente y comprender textos no literarios (cartas, biografías, relatos históricos, instrucciones, libros y artículos informativos, noticias, etc.) para ampliar su conocimiento del mundo y formarse una opinión: (…) › formulando una opinión sobre algún aspecto de la lectura › fundamentando su opinión con información del texto o sus conocimientos previos (3° grado).","Evaluar críticamente la información presente en textos de diversa procedencia: › determinando quién es el emisor, cuál es su propósito y a quién dirige el mensaje › evaluando si un texto entrega suficiente información para responder una determinada pregunta o cumplir un propósito › comparando la información que se entrega sobre una misma noticia en distintas fuentes (6° grado).",América Latina y el Caribe
cl,Chile,18.50,15.40,9.37,8.99,1.00,A,Matemática,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas. Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas.","Realizar encuestas, clasificar y organizar los datos obtenidos en tablas y visualizarlos en gráficos de barra. (3° grado)","Comparar distribuciones de dos grupos, provenientes de muestras aleatorias, usando diagramas de puntos y de tallo y hojas. (6° grado)",América Latina y el Caribe
cl,Chile,18.50,30.80,20.93,22.56,1.00,B,Matemática,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción. Capacidad de establecer relaciones entre ellos y el entorno.","Describir cubos, paralelepípedos, esferas, conos, cilindros y pirámides de acuerdo con la forma de sus caras y el número de aristas y vértices. (3° grado)",Construir y comparar triángulos de acuerdo a la medida de sus lados y/o sus ángulos con instrumentos geométricos o software geométrico. (6° grado),América Latina y el Caribe
cl,Chile,18.50,7.70,21.71,18.19,1.00,C,Matemática,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas. Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto.Conocimiento y uso adecuado de distintos instrumentos de medición.","Leer y registrar el tiempo en horas, medias horas, cuartos de hora y minutos en relojes análogos y digitales. (3° grado)","Calcular el volumen de cubos y paralelepípedos, expresando el resultado en cm3, m3 y mm3. (6° grado)",América Latina y el Caribe
cl,Chile,37.00,34.60,43.17,46.66,1.00,D,Matemática,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos. Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones.","Comparar y ordenar números naturales hasta 1., utilizando la recta numérica o la tabla posicional de manera manual y/o por medio de software educativo. (3° grado)",Demostrar que comprenden los factores y los múltiplos determinando los múltiplos y los factores de números naturales menores de 1. (6° grado),América Latina y el Caribe
cl,Chile,7.40,11.50,4.82,3.61,1.00,E,Matemática,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas. Conocimiento para plantear y resolver ecuaciones simples de una variable.","Resolver ecuaciones de un paso que involucren adiciones y sustracciones y un símbolo geométrico que represente un número desconocido, en forma pictórica y simbólica del al 1. (3° grado)","Resolver ecuaciones de primer grado con una incógnita, utilizando estrategias como usar una balanza y usar la descomposición y la correspondencia 1 a 1 entre los términos en cada lado de la ecuación y aplicando procedimientos formales de resolución. (6° grado)",América Latina y el Caribe
co,Colombia,,15.60,,16.51,1.00,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente.",,Indago sobre un avance tecnológico en medicina y explico el uso de las ciencias naturales en su desarrollo.,América Latina y el Caribe
co,Colombia,,11.10,,22.54,1.00,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general.",,"Reconozco los efectos nocivos del exceso en el consumo de cafeína, tabaco, drogas y licores.",América Latina y el Caribe
co,Colombia,,13.30,,12.19,1.00,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia.",,Caracterizo ecosistemas y analizo el equilibrio dinámico entre sus poblaciones.,América Latina y el Caribe
co,Colombia,,13.30,,11.16,1.00,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.,,,América Latina y el Caribe
co,Colombia,,17.80,,7.41,1.00,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación.Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación.",,,América Latina y el Caribe
co,Colombia,,8.90,,17.42,1.00,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna.",,Explico las consecuencias del movimiento de las placas tectónicas sobre la corteza de la Tierra.,América Latina y el Caribe
co,Colombia,,20.00,,12.78,1.00,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos.",,Explico la estructura de la célula y las funciones básicas de sus componentes.,América Latina y el Caribe
co,Colombia,10.00,6.67,8.75,9.26,1.00,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión).","Reviso, socializo y corrijo mis escritos, teniendo en cuenta las propuestas de mis compañeros y profesor, y atendiendo algunos aspectos gramaticales (concordancia, tiempos verbales, pronombres) y ortográficos (acentuación, mayúsculas, signos de puntuación) de la lengua castellana (3° grado).","Reescribo un texto, teniendo en cuenta aspectos de coherencia (unidad temática, relaciones lógicas, consecutividad temporal...) y cohesión (conectores, pronombres, manejo de modos verbales, puntuación...) (6° grado).",América Latina y el Caribe
