cod_pais,dato_pais_grado_3,dato_pais_grado_6,dato_region_grado_3,dato_region_grado_6,letra_magn,letra_ord,materia,nombre_categoria,descripcion_categoria,ej_3grado,ej_6grado
mx,7,6,8,14,1,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma.",Información relevante sobre un tema,Diferencias y semejanzas en el tratamiento de un mismo tema
mx,,23,,17,1,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente.",No hay ejemplos en el currículo de este país.,Practica acciones de consumo sustentable con base en la valoración de su importancia en la mejora de las condiciones naturales del ambiente y la calidad de vida.
mx,,21,,23,1,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general.",No hay ejemplos en el currículo de este país.,"Argumenta la importancia de la dieta correcta, del consumo de agua simple potable, la activación física, el descanso y el esparcimiento para promover un estilo de vida saludable."
mx,,18,,12,1,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia.",No hay ejemplos en el currículo de este país.,"Ambiente: componentes naturales –físicos y biológicos–, sociales –económicos, políticos y culturales–, y sus interacciones."
mx,,21,,11,1,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.,No hay ejemplos en el currículo de este país.,"Describe diversas manifestaciones de energía: movimiento, luz, sonido, calor y electricidad, y sus transformaciones en el entorno."
mx,,6,,7,1,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación. <br>Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación.",No hay ejemplos en el currículo de este país.,"Argumenta el uso de ciertos materiales con base en sus propiedades de dureza, flexibilidad y permeabilidad, con el fin de tomar decisiones sobre cuál es el más adecuado para la satisfacción de algunas necesidades."
mx,,8,,13,1,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos.",No hay ejemplos en el currículo de este país.,"Explica que los seres vivos y el medio natural han cambiado a través del tiempo, y la importancia de los fósiles en la reconstrucción de la vida en el pasado."
mx,,3,,17,1,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna.",No hay ejemplos en el currículo de este país.,Describe los componentes básicos del Universo y argumenta la importancia de las aportaciones del desarrollo técnico en su conocimiento.
ni,4,2,9,9,1,A,Matemáticas,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas. <br>Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas.",Representa datos en tablas y gráficas.,Encuentra el número de casos posibles de una determinada situación.
ni,16,13,21,23,1,B,Matemáticas,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción. <br>Capacidad de establecer relaciones entre ellos y el entorno.","Identifica características y elementos en objetos que sugieren la idea del cilindro, cono, pirámide, los clasifica y modela.",Calcula la suma de los ángulos internos y el valor de un ángulo interno de un polígono.
ni,33,16,22,18,1,C,Matemáticas,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas.  <br>Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto. <br>Conocimiento y uso adecuado de distintos instrumentos de medición.",Formula y resuelve problemas donde suma y resta con las unidades de medida de capacidad.,"Reconoce el concepto de volumen, lo representa con la unidad de volumen “el centímetro cúbico” y encuentra el volumen de objetos."
ni,47,67,43,47,1,D,Matemáticas,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos. <br>Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones.",Aplica el sistema decimal al formar los números decimales hasta las décimas y los representa en la recta numérica.,Convierte números decimales hasta las milésimas en fracciones y viceversa.
ni,0,2,5,4,1,E,Matemáticas,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas. <br>Conocimiento para plantear y resolver ecuaciones simples de una variable.",No hay ejemplos en el currículo de este país.,"Resuelve problemas relacionados con los conceptos de dos cantidades directamente proporcionales, sus propiedades y representación gráfica."
ni,42,50,29,29,1,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos).",- El párrafo. <br> - Características formales. <br> - Espacio entre palabras. <br> - Inicia con mayúscula. <br> - Termina con punto,- Ortografía Acentual. <br> - Reglas generales de Acentuación
ni,29,15,26,23,1,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos.",- Escritura de anécdotas. <br> - Planificación del escrito. <br> - Organización de las ideas. <br> - Escritura de borradores. <br> - Revisión de borradores. <br> - Edición y versión final,El ensayo: <br> - Planificación del escrito. <br> - Organización de las ideas. <br> - Escritura de borradores. <br> - Revisión de borradores. <br> - Incorporación de nuevas ideas al borrador. <br> - Edición final
ni,3,15,21,23,1,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.).","- Recreación de cuentos (…). <br> Crea de manera individual o en pareja, un breve cuento, tome en cuenta sus tres partes principales: inicio, desarrollo y fin, en el que usted sea el protagonista (…)",Producción de textos argumentativos (…). Introducción (…). Tesis (…). Desarrollo argumentativo (…). Conclusión (…)
ni,26,18,15,15,1,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática.  Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos).",Concordancia entre sujeto y predicado,Análisis morfosintáctico del enunciado simple
ni,0,3,9,9,1,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión).",No hay ejemplos en el currículo de este país.,"Los conectores (…).Valorar en la expresión escrita, la coherencia de las ideas, la cohesión (…)"
ni,89,62,34,39,1,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales.  Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.).",- Textos científicos. <br> - Textos prescriptivos (recetas de cocina) (…). Identifica las características del texto,"- Textos informativos. <br> - Artículos periodísticos. <br> - Reflexiona y comenta con su docente, que la noticia debe responder a las siguientes preguntas: ¿Qué ocurrió? ¿Cuándo ocurrió? ¿Dónde ocurrió? ¿Quiénes <br> intervinieron?  <br> - Con la mediación de su docente, infiera que los artículos periodísticos tienen el propósito de informar sobre un acontecimiento singular, de actualidad y de interés general (…)"
ni,11,38,27,23,1,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de  información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial).","Desarrolla su comprensión lectora, al interpretar y analizar adecuadamente textos descriptivos (…). Comprensión Lectora. <br> Descripciones: <br> - paisajes. <br> - objetos. <br> - personas (…)","Interpreta adecuadamente, textos descriptivos de hechos, lugares, objetos y personas (…). Comprensión Lectora. <br> Textos Descriptivos: <br> - Hechos. <br> - Lugares. <br> - Objetos. <br> - Personas"
